No_,Description,Base Unit of Measure,Gross Weight,Net Weight,Gen_ Prod_ Posting Group,Item Category Code,Fecha creación,Cód_ grupo precio,Unidad medida trabajo,Cód_ formato,Cód_ embalaje,Clave estadistica 1,Clave estadistica 2,Clave estadistica 4,Clave estadistica 5,Unidad medida LM,Categoria WEB 1,Categoria WEB 2,Grosor comercial,formato_Código,formato_Descripción,formato_Largo,formato_Alto,Superficie,formato_Grosor,Grupo_registro_IVA_produto,Unidad medida venta,Situación producto,embalaje_Codigo,Embalaje_Descripcion,Cód formato,Piezas/Caja,M2/Caja,Cajas/Palet,M2/Pallet,MLin/Caja,EAN,Cód. arancelario
A038093,PAR ANGULO PISCINA EXT. OXFORD SLATE 28X28,PZ,1.09,1.07,RODAPIE,PAV/REV,04/01/2023,K39,PZ,28X28,E28X28/1-82,EXTRUSI,PZA ESP,APE,OXFORD,PZ,APE,28X28,3.21,28X28,28X28,28,28,0.08,0,IVA 21,PZ,C,E28X28/1-82,E28X28/1-82,28X28,1,0.08,82,6.43,0.28,8.43557E+12,69074000
A038091,PAR ANGULO PISCINA EXT. OXFORD ASHEN 28X28,PZ,1.09,1.07,RODAPIE,PAV/REV,04/01/2023,K39,PZ,28X28,E28X28/2-82,EXTRUSI,PZA ESP,APE,OXFORD,PZ,APE,28X28,3.21,28X28,28X28,28,28,0.08,0,IVA 21,PZ,C,E28X28/2-82,e28x28/2-82,28X28,2,0.16,82,12.86,0.56,8.43557E+12,69074000
A038092,PAR ANGULO PISCINA EXT. OXFORD NEUTRAL 28X28,PZ,1.09,1.07,RODAPIE,PAV/REV,04/01/2023,K39,PZ,28X28,E28X28/2-82,EXTRUSI,PZA ESP,APE,OXFORD,PZ,APE,28X28,4.47,28X28,28X28,28,28,0.08,0,IVA 21,PZ,C,E28X28/2-82,e28x28/2-82,28X28,2,0.16,82,12.86,0.56,8.43557E+12,69074000
A038090,PAR ANGULO PISCINA EXT. OXFORD PURE 28X28,PZ,4.95,4.86,RODAPIE,PAV/REV,04/01/2023,K39,PZ,28X28,E28X28/2-82,EXTRUSI,PZA ESP,APE,OXFORD,PZ,APE,28X28,4.63,28X28,28X28,28,28,0.08,0,IVA 21,PZ,C,E28X28/2-82,e28x28/2-82,28X28,2,0.16,82,12.86,0.56,8.43557E+12,69074000
A039303,PAR ANGULO PISCINA EXT. VAYTAN CREAM 28X28,PZ,1.09,1.07,RODAPIE,PAV/REV,21/02/2022,K39,PZ,28X28,E28X28/1-82,EXTRUSI,PZA ESP,APE,VAYTAN,PZ,APE,28X28,0,28X28,28X28,28,28,0.08,0,IVA 21,PZ,C,E28X28/1-82,E28X28/1-82,28X28,1,0.08,82,6.43,0.28,,69074000
A039294,PAR ANGULO PISCINA EXT. VAYTAN GREY 28X28,PZ,1.09,1.07,RODAPIE,PAV/REV,18/02/2022,K39,PZ,28X28,E28X28/1-82,EXTRUSI,PZA ESP,APE,VAYTAN,PZ,APE,28X28,0,28X28,28X28,28,28,0.08,0,IVA 21,PZ,C,E28X28/1-82,E28X28/1-82,28X28,1,0.08,82,6.43,0.28,,69074000
A037481,TABICA OXFORD ASHEN 15X33,PZ,1.29,1.27,PAV/REV,PAV/REV,04/01/2023,K11,PZ,15X33,E15X33/12-82,EXTRUSI,PZA.ESP,APE,OXFORD,,APE,15X33,0,15X33,15X33,33,15,0.05,0,IVA 21,PZ,C,E15X33/12-82,E15X33/12-82,15X33,12,0.59,82,48.71,3.96,8.43557E+12,69074000
A037483,TABICA OXFORD SLATE 15X33,PZ,1.29,1.27,PAV/REV,PAV/REV,04/01/2023,K11,PZ,15X33,E15X33/12-82,EXTRUSI,PZA.ESP,APE,OXFORD,,APE,15X33,0,15X33,15X33,33,15,0.05,0,IVA 21,PZ,C,E15X33/12-82,E15X33/12-82,15X33,12,0.59,82,48.71,3.96,A037483,69074000
A037482,TABICA OXFORD NEUTRAL 15X33,PZ,1.06,1.04,PAV/REV,PAV/REV,04/01/2023,K11,PZ,15X33,E15X33/20-82,EXTRUSI,PZA.ESP,APE,OXFORD,,APE,15X33,0.97,15X33,15X33,33,15,0.05,0,IVA 21,PZ,C,E15X33/20-82,E15X33/20-82,15X33,20,0.99,82,81.18,6.6,8.43557E+12,69074000
A012953,TORELLO BLANCO 2X20,PZ,0.08,0.08,LISTELOS,LISTELOS-S06,04/01/2023,K45,PZ,2X20,2X20/84-60,REVESTI,PZA ESP,APE,LORD,,APE,2X20,1.37,2X20,2X20,20,2,0,0,IVA 21,PZ,C,2X20/84-60,2x20/84-60,2X20,60,0.24,84,20.16,12,8.43531E+12,69074000
1311036581,TORELLO NEGRO 2X20 1,PZ,0.08,0.08,LISTELOS,LISTELOS-S06,04/01/2023,K45,PZ,2X20,2X20/84-60,REVESTI,PZA ESP,APE,METRO,,APE,2X20,1.4,2X20,2X20,20,2,0,0,IVA 21,PZ,C,2X20/84-60,2x20/84-60,2X20,60,0.24,84,20.16,12,8.43531E+12,69074000
A036743,CENEFA COLISEUM GOLD 8X25,PZ,0.34,0.33,LISTELOS,LISTELOS,04/01/2023,K46,PZ,802501,8X25/20-84,REVESTI,PZA ESP,APE,REX 25X75,,APE,802501,0.99,802501,8X25,25,8,0,0,IVA 21,PZ,C,8X25/20-84,8X25/20-84,802501,20,0.4,84,33.6,80,8.43557E+12,69074000
A036742,CENEFA COLISEUM SILVER 8X25,PZ,0.34,0.33,LISTELOS,LISTELOS,04/01/2023,K46,PZ,802501,8X25/20-84,REVESTI,PZA ESP,APE,REX 25X75,,APE,802501,0.97,802501,8X25,25,8,0,0,IVA 21,PZ,C,8X25/20-84,8X25/20-84,802501,20,0.4,84,33.6,80,8.43557E+12,69074000
A036751,CENEFA OLAYA SILVER SHINE 8X25,PZ,0.38,0.37,LISTELOS,LISTELOS,04/01/2023,K46,PZ,802501,8X25/20-84,REVESTI,PZA ESP,APE,STATUARY,,APE,802501,0.96,802501,8X25,25,8,0,0,IVA 21,PZ,C,8X25/20-84,8X25/20-84,802501,20,0.4,84,33.6,80,8.43557E+12,69074000
A036729,CENEFA DALILA GOLD SHINE 8X25,PZ,0.33,0.32,LISTELOS,LISTELOS,04/01/2023,K46,PZ,802501,8X25/20-84,REVESTI,PZA ESP,APE,TRAVERTINO,,APE,802501,0.97,802501,8X25,25,8,0,0,IVA 21,PZ,C,8X25/20-84,8X25/20-84,802501,20,0.4,84,33.6,80,8.43557E+12,69074000
A036731,CENEFA DALILA SILVER SHINE 8X25,PZ,0.33,0.32,LISTELOS,LISTELOS,04/01/2023,K46,PZ,802501,8X25/20-84,REVESTI,PZA ESP,APE,TRAVERTINO,,APE,802501,0.96,802501,8X25,25,8,0,0,IVA 21,PZ,C,8X25/20-84,8X25/20-84,802501,20,0.4,84,33.6,80,8.43557E+12,69074000
A036730,CENEFA SABBA GOLD MATT 8X25,PZ,0.32,0.31,LISTELOS,LISTELOS,04/01/2023,K46,PZ,802501,8X25/20-84,REVESTI,PZA ESP,APE,TRAVERTINO,,APE,802501,0.92,802501,8X25,25,8,0,0,IVA 21,PZ,C,8X25/20-84,8X25/20-84,802501,20,0.4,84,33.6,80,8.43557E+12,69074000
A036728,CENEFA SABBA SILVER MATT 8X25,PZ,0.32,0.32,LISTELOS,LISTELOS,04/01/2023,K46,PZ,802501,8X25/20-84,REVESTI,PZA ESP,APE,TRAVERTINO,,APE,802501,0.96,802501,8X25,25,8,0,0,IVA 21,PZ,C,8X25/20-84,8X25/20-84,802501,20,0.4,84,33.6,80,8.43557E+12,69074000
A036750,CENEFA RAISSA SILVER MATT 8X25,PZ,0.32,0.31,LISTELOS,LISTELOS,04/01/2023,K46,PZ,802501,8X25/20-84,REVESTI,PZA.ESP,APE,STATUARY,,APE,802501,0.92,802501,8X25,25,8,0,0,IVA 21,PZ,C,8X25/20-84,8X25/20-84,802501,20,0.4,84,33.6,80,8.43557E+12,69074000
A013550,CENEFA JORDAN NATURAL 12X50,PZ,0.9,0.88,LISTELOS,LISTELOS,04/01/2023,K61,PZ,1255000,456009,REVESTI,PZA ESP,APE,JORDAN,PZ,APE,1255000,0.94,1255000,"12,5X50",50,12.5,0,0,IVA 21,PZ,C,456009,456009,1255000,9,0.5,84,42,4,8.43531E+12,69074000
A037054,CENEFA REX CREAM 10X25,PZ,0.41,0.41,LISTELOS,LISTELOS,04/01/2023,K33,PZ,10X25/1,10X25/84-14,REVESTI,PZA ESP,APE,REX 25X75,PZ,APE,10X25/1,1.31,10X25/1,10X25,25,10,0,0,IVA 21,PZ,C,10X25/84-14,10X25/84-14,10X25/1,14,0.35,84,29.4,3.5,8.43557E+12,69074000
A037055,CENEFA REX PEARL 10X25,PZ,0.41,0.41,LISTELOS,LISTELOS,04/01/2023,K33,PZ,10X25/1,10X25/84-14,REVESTI,PZA ESP,APE,REX 25X75,PZ,APE,10X25/1,1.31,10X25/1,10X25,25,10,0,0,IVA 21,PZ,C,10X25/84-14,10X25/84-14,10X25/1,14,0.35,84,29.4,3.5,8.43557E+12,69074000
A036481,CENEFA ROYALE PEARL 10X25,PZ,0.56,0.55,LISTELOS,LISTELOS,04/01/2023,K87,PZ,10X25/1,10X25/84-14,REVESTI,PZA ESP,APE,SILVER PEA,PZ,APE,10X25/1,1.79,10X25/1,10X25,25,10,0,0,IVA 21,PZ,C,10X25/84-14,10X25/84-14,10X25/1,14,0.35,84,29.4,3.5,8.43557E+12,69074000
A036472,CENEFA STATUARY MATT 10X25,PZ,0.57,0.56,LISTELOS,LISTELOS,04/01/2023,K87,PZ,10X25/1,10X25/84-14,REVESTI,PZA ESP,APE,STATUARY,PZ,APE,10X25/1,1.76,10X25/1,10X25,25,10,0,0,IVA 21,PZ,C,10X25/84-14,10X25/84-14,10X25/1,14,0.35,84,29.4,3.5,8.43557E+12,69074000
A036491,CENEFA TRAVERTINO BRESCIA MATT 10X25,PZ,0.57,0.56,LISTELOS,LISTELOS,04/01/2023,K87,PZ,10X25/1,10X25/84-14,REVESTI,PZA ESP,APE,TRAVERTINO,PZ,APE,10X25/1,1.79,10X25/1,10X25,25,10,0,0,IVA 21,PZ,C,10X25/84-14,10X25/84-14,10X25/1,14,0.35,84,29.4,3.5,8.43557E+12,69074000
A036492,CENEFA TRAVERTINO SILVER MATT 10X25,PZ,0.57,0.56,LISTELOS,LISTELOS,04/01/2023,K87,PZ,10X25/1,10X25/84-14,REVESTI,PZA ESP,APE,TRAVERTINO,PZ,APE,10X25/1,1.8,10X25/1,10X25,25,10,0,0,IVA 21,PZ,C,10X25/84-14,10X25/84-14,10X25/1,14,0.35,84,29.4,3.5,8.43557E+12,69074000
A037186,CENEFA SIENA BRESCIA SHINE 10X25,PZ,0.57,0.56,LISTELOS,LISTELOS,04/01/2023,K33,PZ,10X25/1,10X25/84-14,REVESTI,PZA.ESP,APE,TRAVERTINO,PZ,APE,10X25/1,1.31,10X25/1,10X25,25,10,0,0,IVA 21,PZ,C,10X25/84-14,10X25/84-14,10X25/1,14,0.35,84,29.4,3.5,8.43557E+12,69074000
A037185,CENEFA SIENA SILVER SHINE 10X25,PZ,0.57,0.56,LISTELOS,LISTELOS,04/01/2023,K33,PZ,10X25/1,10X25/84-14,REVESTI,PZA.ESP,APE,TRAVERTINO,PZ,APE,10X25/1,0,10X25/1,10X25,25,10,0,0,IVA 21,PZ,C,10X25/84-14,10X25/84-14,10X25/1,14,0.35,84,29.4,3.5,8.43557E+12,69074000
A036121,"LOOKS ACQUA 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,26/07/2019,P68,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.78,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036119,"LOOKS MIST 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,26/07/2019,P68,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.76,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036123,"LOOKS NIGHT 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,26/07/2019,P68,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.79,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036120,"LOOKS SMOKE 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,26/07/2019,P68,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036292,"LOOKS VICTORIAN GREEN 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,01/08/2019,P68,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.84,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036122,"LOOKS WHITE 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,26/07/2019,P68,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.8,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036126,"TRIP ACQUA CRACKLED 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,26/07/2019,P69,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.78,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036124,"TRIP MIST CRACKLED 9,8X16,8",PZ,0.11,0.1,PAV/REV,PAV/REV,26/07/2019,P69,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.78,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036128,"TRIP NIGHT CRACKLED 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,26/07/2019,P69,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.78,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036125,"TRIP SMOKE CRACKLED 9,8X16,8",PZ,0.11,0.1,PAV/REV,PAV/REV,26/07/2019,P69,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.78,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036360,"TRIP VICTORIAN GREEN CRACKLED 9,8X16,8",PZ,0.11,0.11,PAV/REV,PAV/REV,06/08/2019,P69,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.78,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A036127,"TRIP WHITE CRACKLED 9,8X16,8",PZ,0.11,0.1,PAV/REV,PAV/REV,26/07/2019,P69,M2,"9,8X16,8","9,8X16,8/62-84",REVESTI,BASE,CARMEN,MEMORIES,,CARMEN,"9,8X16,8",0.78,"9,8X16,8","9,8X16,8",16.8,9.8,0.02,0,IVA 21,M2,C,"9,8X16,8/62-84","9,8X16,8/62-84","9,8X16,8",62,0.5,84,42,10.35,8.43557E+12,69072300
A039248,"FAVORITE BAMBOLA 9,2X36,8",PZ,0.72,0.71,PORCELANIC,PORCELANIC,14/02/2022,JM,M2,"9,2X36,8","9,2X36,8",PC BIA GL,BASE,CARMEN,MY F COLOR,,CARMEN,"9,2X36,8",0,"9,2X36,8","9,2X36,8",36.8,9.2,0.03,0,IVA 21,M2,C,"9,2X36,8","9,2X36,8","9,2X36,8",19,0.64,84,54,6.99,8.43557E+12,69072100
A039244,"FAVORITE BLUE NAVY 9,2X36,8",PZ,0.72,0.71,PORCELANIC,PORCELANIC,14/02/2022,JM,M2,"9,2X36,8","9,2X36,8",PC BIA GL,BASE,CARMEN,MY F COLOR,,CARMEN,"9,2X36,8",0,"9,2X36,8","9,2X36,8",36.8,9.2,0.03,0,IVA 21,M2,C,"9,2X36,8","9,2X36,8","9,2X36,8",19,0.64,84,54,6.99,8.43557E+12,69072100
A039242,"FAVORITE CEMENT 9,2X36,8",PZ,0.72,0.71,PORCELANIC,PORCELANIC,14/02/2022,JM,M2,"9,2X36,8","9,2X36,8",PC BIA GL,BASE,CARMEN,MY F COLOR,,CARMEN,"9,2X36,8",0,"9,2X36,8","9,2X36,8",36.8,9.2,0.03,0,IVA 21,M2,C,"9,2X36,8","9,2X36,8","9,2X36,8",19,0.64,84,54,6.99,8.43557E+12,69072100
A039243,"FAVORITE GLACIAL 9,2X36,8",PZ,0.72,0.71,PORCELANIC,PORCELANIC,14/02/2022,JM,M2,"9,2X36,8","9,2X36,8",PC BIA GL,BASE,CARMEN,MY F COLOR,,CARMEN,"9,2X36,8",0,"9,2X36,8","9,2X36,8",36.8,9.2,0.03,0,IVA 21,M2,C,"9,2X36,8","9,2X36,8","9,2X36,8",19,0.64,84,54,6.99,8.43557E+12,69072100
A039245,"FAVORITE GREY 9,2X36,8",PZ,0.72,0.71,PORCELANIC,PORCELANIC,14/02/2022,JM,M2,"9,2X36,8","9,2X36,8",PC BIA GL,BASE,CARMEN,MY F COLOR,,CARMEN,"9,2X36,8",0,"9,2X36,8","9,2X36,8",36.8,9.2,0.03,0,IVA 21,M2,C,"9,2X36,8","9,2X36,8","9,2X36,8",19,0.64,84,54,6.99,8.43557E+12,69072100
A039246,"FAVORITE LAMBRETA 9,2X36,8",PZ,0.72,0.71,PORCELANIC,PORCELANIC,14/02/2022,JM,M2,"9,2X36,8","9,2X36,8",PC BIA GL,BASE,CARMEN,MY F COLOR,,CARMEN,"9,2X36,8",0,"9,2X36,8","9,2X36,8",36.8,9.2,0.03,0,IVA 21,M2,C,"9,2X36,8","9,2X36,8","9,2X36,8",19,0.64,84,54,6.99,8.43557E+12,69072100
A039247,"FAVORITE POMPEIANO 9,2X36,8",PZ,0.72,0.71,PORCELANIC,PORCELANIC,14/02/2022,JM,M2,"9,2X36,8","9,2X36,8",PC BIA GL,BASE,CARMEN,MY F COLOR,,CARMEN,"9,2X36,8",0,"9,2X36,8","9,2X36,8",36.8,9.2,0.03,0,IVA 21,M2,C,"9,2X36,8","9,2X36,8","9,2X36,8",19,0.64,84,54,6.99,8.43557E+12,69072100
A039241,"FAVORITE WHITE 9,2X36,8",PZ,0.72,0.71,PORCELANIC,PORCELANIC,14/02/2022,JM,M2,"9,2X36,8","9,2X36,8",PC BIA GL,BASE,CARMEN,MY F COLOR,,CARMEN,"9,2X36,8",0,"9,2X36,8","9,2X36,8",36.8,9.2,0.03,0,IVA 21,M2,C,"9,2X36,8","9,2X36,8","9,2X36,8",19,0.64,84,54,6.99,8.43557E+12,69072100
A022833,"PIEMONTE CREAM 7,5X15",PZ,0.15,0.15,PAV/REV,PAV/REV,04/01/2023,R15,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.74,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022838,"PIEMONTE WHITE 7,5X15",PZ,0.14,0.14,PAV/REV,PAV/REV,04/01/2023,R15,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.74,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022844,"PIEMONTE BLACK 7,5X15",PZ,0.15,0.15,PAV/REV,PAV/REV,04/01/2023,R28,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.76,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022845,"PIEMONTE GRAPHITE 7,5X15",PZ,0.15,0.15,PAV/REV,PAV/REV,04/01/2023,R28,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.75,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022837,"PIEMONTE MAROON 7,5X15",PZ,0.15,0.15,PAV/REV,PAV/REV,04/01/2023,R28,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.75,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022842,"PIEMONTE TOURMALINE 7,5X15",PZ,0.15,0.15,PAV/REV,PAV/REV,04/01/2023,R28,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.75,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022841,"PIEMONTE APPLE 7,5X15",PZ,0.14,0.14,PAV/REV,PAV/REV,04/01/2023,R68,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.75,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022835,"PIEMONTE AVOCADO 7,5X15",PZ,0.15,0.15,PAV/REV,PAV/REV,04/01/2023,R68,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.68,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022839,"PIEMONTE CEDAR 7,5X15",PZ,0.15,0.15,PAV/REV,PAV/REV,04/01/2023,R68,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.68,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022834,"PIEMONTE LATTE 7,5X15",PZ,0.15,0.15,PAV/REV,PAV/REV,04/01/2023,R68,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.75,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022840,"PIEMONTE WHISPER SAGE 7,5X15",PZ,0.14,0.14,PAV/REV,PAV/REV,04/01/2023,R68,M2,"7,5X15","7,5X15/44_E3",REVESTI,BASE,APE,PIEMONTE,M2,APE,"7,5X15",0.73,"7,5X15","7,5X15",7.5,15,0,0,IVA 21,M2,C,"7,5X15/44_E3","7,5X15/44_E3","7,5X15",44,0.5,85,42.5,6.6,8.43531E+12,69072300
A022851,BELVEDERE AVOCADO 10X30,PZ,0.39,0.39,PAV/REV,PAV/REV,12/02/2015,J02,M2,10X30,10X30_E1,REVESTI,BASE,APE,BELVEDERE,,APE,10X30,0.74,10X30,10X30,30,10,0,0,IVA 21,M2,C,10X30_E1,10X30_E1,10X30,34,1.02,87,88.74,10.2,8.43531E+12,69072300
